token,label,label_GPT
kDa,O,I
before,O,O
reduction,O,O
",",O,
yielding,O,O
a,O,O
single,O,O
band,O,O
of,O,O
80,O,O
kDa,O,I
after,O,O
disulfide,O,O
bond,O,O
reduction,O,O
.,O,
In,O,O
contrast,O,O
",",O,
cells,O,O
expressing,O,O
the,O,O
mutant,O,B
fragment,O,I
secreted,O,O
a,O,O
monomeric,O,O
molecule,O,O
of,O,O
apparent,O,O
molecular,O,O
mass,O,O
of,O,O
80,O,O
kDa,O,I
",",O,
which,O,O
remained,O,O
unchanged,O,O
after,O,O
reduction,O,O
.,O,
We,O,
conclude,O,
that,O,
CyS2010,O,B
is,O,O
essential,O,O
for,O,O
normal,O,O
dimerization,O,O
of,O,O
vWF,O,B
subunits,O,I
through,O,O
disulfide,O,O
bonding,O,O
of,O,O
carboxyl,O,O
-,O,O
terminal,O,O
domains,O,I
and,O,O
that,O,O
a,O,O
heterozygous,O,O
mutation,B,O
in,I,O
the,I,O
corresponding,I,O
codon,I,O
is,O,O
responsible,O,O
for,O,O
defective,O,O
multimer,O,O
formation,O,O
in,O,O
type,O,O
IID,O,B
von,O,I
