token,label
positioning,O
of,O
the,O
polymerase,O
chain,O
reaction,O
(,O
PCR,B
),O
primers,I
was,O
such,O
that,O
the,O
resulting,O
PCR,B
products,I
were,O
of,O
different,O
sizes,O
,O
which,O
enabled,O
us,O
to,O
analyze,O
two,O
different,O
exons,B
simultaneously,O
and,O
still,O
distinguish,O
between,O
the,O
banding,B
profiles,I
for,O
both,O
biplex,O
analysis,O
.,O
By,O
using,O
this,O
approach,O
",",O
we,O
were,O
able,O
to,O
identify,O
mutation,B
in,O
22,O
new,O
patients,O
,O
but,O
the,O
overall,O
efficiency,O
of,O
the,O
procedure,O
when,O
we,O
used,O
a,O
single,O
-,O
pass,O
regimen,O
was,O
only,O
48,O
,O
The,O
mutations,O
were,O
small,O
insertions,O
and,O
deletions,O
and,O
point,O
mutations,O
in,O
roughly,O
equal,O
proportions,O
.,O
Type,B
II,I
human,I
complement,I
C2,I
deficiency,I
.,O
Allele-,B
specific,I
amino,I
acid,I
substitutions,I
(,O
Ser189,O
->,O
Phe,O
,O
Gly444,O
->,O
Arg,O
,O
cause,O
impaired,O
C2,B
secretion,I
.,O
Type,B
II,I
complement,I
protein,I
C2,I
deficiency,I
is,O
characterized,O
by,O
a,O
selective,O
block,O
in,O
C2,B
secretion,I
.,O
The,O
Type,O
II,B
C2,I
null,I
allele,I
(,O
C2Q0,I
,O
is,O
linked,O
to,O
two,O
major,O
histocompatibility,O
haplotypes,O
(,O
MHC,I
,O
of,O
the,O
more,O
common,O
Type,B
I,I
C2,I
deficiency,I
.,O
To,O
determine,O
the,O
molecular,O
basis,O
of,O
Type,B
II,I
C2Q0,I
deficiency,I
the,O
two,O
Type,B
II,I
C2Q0,I
genes,O
were,O
isolated,O
and,O
transfected,O
separately,O
into,O
L,O
-,O
cells,O
.,O
Subsequent,O
molecular,O
biology,O
",",O
biosynthetic,O
",",O
and,O
immunofluorescence,O
studies,O
demonstrated,O
that,O
C2,O
secretion,O
is,O
impaired,O
in,O
Type,O
II,O
C2,O
deficiency,O
because,O
of,O
different,O
missense,O
mutations,O
at,O
highly,O
conserved,O
residues,O
in,O
each,O
of,O
the,O
C2Q0,B
alleles,I
.,O
One,O
is,O
in,O
exon,B
5,O
(,O
nucleotide,B
C566,I
-,O
T,O
,O
Ser189,B
-,O
Phe,I
),O
of,O
the,O
C2Q0,B
gene,I
linked,O
to,O
the,O
MHC,B
haplotype,I
"A11,",O
"B35,",O
"DRw1,",O
"BFS,",O
C4A0B1.,O
The,O
other,O
is,O
in,B
exon,I
11,I
(,O
G1930,B
-,O
-,O
-,O
A,I
,O
Gly444,B
-,O
-,O
Arg,I
,O
of,O
the,O
C2Q0,B
gene,I
linked,O
to,O
the,B
MHC,I
haplotype,O
A2,I
",",O
B5,I
",",O
DRw4,I
",",O
BFS,I
",",O
C4A3B1,I
.,O
Each,O
mutant,O
C2,B
gene,I
product,O
is,O
retained,O
early,O
in,O
the,O
secretory,O
pathway,O
.,O
These,O
mutants,O
provide,O
models,O
for,O
elucidating,O
the,O
C2,B
secretory,I
pathway,I
.,O
Defective,O
dimerization,O
of,O
von,B
Willebrand,I
factor,I
subunits,O
due,O
to,O
a,B
Cys,I
-,O
Arg,I
mutation,O
in,O
type,B
IID,I
von,B
Willebrand,I
disease,I
.,O
The,O
same,O
heterozygous,O
T,B
-,O
<,O
C,B
transition,I
at,O
nt,B
8567,I
of,O
the,B
von,I
Willebrand,I
factor,I
(,O
vWF,I
),O
transcript,O
was,O
found,O
in,O
two,O
unrelated,O
patients,O
with,O
type,O
IID,B
von,I
Willebrand,I
disease,I
",",O
with,O
no,O
other,O
apparent,O
abnormality,O
.,O
In,O
one,O
family,O
",",O
both,O
alleles,O
were,O
normal,O
in,O
the,B
parents,I
and,O
one,O
sister,O
thus,O
the,B
mutation,I
originated,O
de,O
novo,O
in,O
the,B
proposita,I
.,O
The,O
second,O
patient,O
also,O
had,O
asymptomatic,O
parents,O
who,O
,O
however,O
,O
were,O
not,O
available,O
for,O
study,O
.,O
The,O
structural,O
consequences,O
of,O
the,O
identified,O
mutation,O
,O
resulting,O
in,O
the,O
CyS2010,B
-,O
""">",O
Arg,B
substitution,I
were,O
evaluated,O
by,O
expression,O
of,O
the,O
vWF,B
carboxyl,O
-,O
terminal,O
domain,O
containing,O
residues,O
1366,O
-,O
2050,O
.,O
Insect,O
cells,O
infected,O
with,O
recombinant,O
baculovirus,O
expressing,O
normal,O
vWF,B
sequence,I
secreted,O
a,O
disulfide,O
linked,O
dimeric,O
molecule,O
with,O
an,O
apparent,O
molecular,O
mass,O
of,O
150,O
kDa,I
before,O
reduction,O
yielding,O
a,O
single,O
band,O
of,O
80,O
kDa,I
after,O
disulfide,O
bond,O
reduction,O
In,O
contrast,O
cells,O
expressing,O
the,O
mutant,B
fragment,I
secreted,O
a,O
monomeric,O
molecule,O
of,O
apparent,O
molecular,O
mass,O
of,O
80,O
kDa,I
which,O
remained,O
unchanged,O
after,O
reduction,O
CyS2010,B
is,O
essential,O
for,O
normal,O
dimerization,O
of,O
vWF,B
subunits,I
through,O
disulfide,O
bonding,O
of,O
carboxyl,O
-,O
terminal,O
domains,I
and,O
that,O
a,O
heterozygous,O
mutation,O
in,O
the,O
corresponding,O
codon,O
is,O
responsible,O
for,O
defective,O
multimer,O
formation,O
in,O
type,O
IID,B
von,I
Willebrand,I
disease,I
.,O
Wiskott,B
-,O
Aldrich,B
syndrome,I
protein,O
",",O
a,O
novel,O
effector,O
for,O
the,O
GTPase,B
CDC42Hs,B
is,O
implicated,O
in,O
actin,O
polymerization,O
.,O
Rho,O
family,O
of,O
GTPases,B
control,I
diverse,I
biological,I
processes,I
including,O
cell,O
morphology,B
and,O
mitogenesis,B
.,O
We,O
have,O
identified,O
WASP,B
the,O
protein,O
that,O
is,O
defective,O
in,O
Wiskott,B
-,O
Aldrich,B
syndrome,I
(,O
WAS,I
),O
as,O
a,O
novel,O
effector,O
for,O
CDC42Hs,B
but,O
not,O
for,O
the,O
other,O
Rho,B
family,O
members,O
Rac,B
and,O
Rho,B
.,O
This,O
interaction,O
is,O
dependent,O
on,O
the,O
presence,O
of,O
the,O
G,O
protein,O
-,O
binding,O
domain,O
.,O
